freq,X_2300us_unloaded_7,Y_2300us_unloaded_7,Z_2300us_unloaded_7
0,3.5908e-15,9.6395e-16,5.2964e-14
0.97656,0.00089053,0.0025166,4.1315e-05
1.9531,0.00039941,0.0011449,1.7606e-05
2.9297,0.00026455,0.00074512,1.1073e-05
3.9063,0.00018261,0.00054232,1.1827e-05
4.8828,0.00014566,0.00043058,1.8441e-05
5.8594,0.00012793,0.00033778,6.5154e-06
6.8359,0.00010286,0.00028005,8.3207e-06
7.8125,5.8531e-05,0.00025377,7.0498e-06
8.7891,5.5817e-05,0.00018942,9.5503e-06
9.7656,6.8308e-05,0.00015992,1.4131e-05
10.742,3.0454e-05,0.00013748,8.5678e-06
11.719,1.8437e-05,0.00014403,4.5375e-06
12.695,4.9872e-05,0.00011371,2.8143e-06
13.672,3.6096e-05,8.2591e-05,5.1468e-06
14.648,3.4106e-05,8.717e-05,8.6013e-06
15.625,4.6968e-05,7.773e-05,1.5949e-05
16.602,4.5408e-05,5.5387e-05,4.1023e-06
17.578,4.388e-05,3.8509e-05,9.1337e-06
18.555,1.1198e-05,1.2743e-05,1.46e-05
19.531,2.9002e-05,4.6531e-05,1.337e-05
20.508,3.3503e-05,2.1764e-06,8.2825e-06
21.484,9.9857e-06,2.7613e-05,1.1382e-05
22.461,4.5896e-06,2.1169e-05,9.8161e-07
23.438,1.3363e-05,3.2956e-05,4.8144e-06
24.414,1.155e-05,2.3097e-05,4.2239e-06
25.391,1.9936e-05,1.2529e-05,9.094e-06
26.367,3.2922e-05,2.6772e-05,7.3645e-06
27.344,4.1621e-05,7.6217e-05,9.4976e-06
28.32,2.8701e-05,3.5504e-05,3.4767e-06
29.297,1.7008e-05,3.9734e-05,3.965e-06
30.273,6.3052e-06,3.633e-05,1.3758e-05
31.25,3.1653e-06,8.0316e-05,1.3367e-05
32.227,9.8594e-06,4.8775e-05,3.9971e-06
33.203,4.6227e-05,5.5281e-05,1.3197e-05
34.18,1.6287e-05,4.8406e-05,1.1524e-05
35.156,2.1641e-05,0.00011961,1.6839e-05
36.133,5.3408e-06,4.4175e-05,5.7941e-06
37.109,1.6594e-05,6.7835e-05,1.613e-06
38.086,3.4533e-05,5.6661e-05,6.8494e-06
39.063,3.7457e-05,8.9976e-05,2.1697e-05
40.039,2.5811e-05,5.8148e-05,1.3366e-05
41.016,4.8308e-05,5.1517e-05,4.9375e-06
41.992,2.5181e-05,6.68e-05,6.0751e-06
42.969,1.3517e-05,6.7876e-05,7.2858e-06
43.945,4.9529e-05,1.7481e-05,4.3423e-06
44.922,2.5395e-05,2.6603e-05,4.8129e-06
45.898,1.4878e-05,5.9613e-05,2.1695e-06
46.875,2.3335e-06,5.1062e-05,7.934e-06
47.852,2.512e-05,6.8995e-05,2.5538e-06
48.828,2.2466e-05,4.2278e-05,1.0793e-05
49.805,1.1929e-05,4.2183e-05,1.1234e-05
50.781,3.0097e-05,3.7213e-05,1.6913e-05
51.758,3.8886e-06,3.2038e-05,6.2978e-06
52.734,2.2049e-05,2.9769e-05,1.0751e-05
53.711,2.9954e-05,3.1926e-05,1.2546e-05
54.688,2.1755e-05,2.7533e-05,1.1395e-05
55.664,1.872e-05,5.7031e-05,1.1001e-05
56.641,7.0429e-06,2.4182e-05,9.998e-06
57.617,2.697e-05,4.1975e-05,4.5154e-06
58.594,8.0671e-06,3.4031e-05,6.2464e-06
59.57,1.9097e-05,9.0698e-06,8.447e-06
60.547,1.9137e-05,3.7044e-05,5.5479e-06
61.523,7.3257e-06,1.0479e-05,1.1753e-05
62.5,0.00014525,0.00016065,2.0601e-05
63.477,1.1544e-05,3.7082e-06,1.312e-05
64.453,2.0066e-05,2.8176e-05,4.3365e-06
65.43,1.7693e-05,1.8441e-05,2.8708e-06
66.406,3.8115e-05,2.6462e-05,1.623e-05
67.383,4.5773e-06,3.2791e-05,1.2328e-05
68.359,9.7254e-06,2.9083e-05,1.5707e-05
69.336,1.8657e-05,1.2737e-05,1.7165e-05
70.313,1.9484e-06,4.4869e-05,2.4895e-05
71.289,2.1236e-05,6.4027e-06,6.5647e-06
72.266,6.0308e-06,4.2573e-05,1.8822e-06
73.242,2.0796e-05,1.5229e-05,3.5982e-06
74.219,4.2754e-05,3.358e-05,1.1431e-05
75.195,2.7719e-05,4.5744e-05,8.4119e-06
76.172,5.7772e-06,1.9483e-05,7.6286e-06
77.148,1.6974e-05,2.4797e-05,7.2829e-06
78.125,1.2906e-05,3.2338e-05,3.7038e-06
79.102,1.8551e-05,3.5282e-05,6.0043e-06
80.078,3.1115e-05,2.776e-05,5.021e-06
81.055,2.455e-05,1.722e-05,2.4641e-06
82.031,3.4882e-05,1.9796e-05,9.2587e-06
83.008,1.9213e-06,4.6636e-05,7.2244e-06
83.984,1.9053e-05,4.3848e-05,8.5212e-06
84.961,3.4911e-06,2.2156e-05,6.8338e-06
85.938,2.972e-05,3.4374e-05,1.1419e-05
86.914,2.1043e-05,2.3814e-05,2.5718e-06
87.891,2.4814e-05,2.8674e-05,1.439e-06
88.867,3.0872e-05,2.0421e-05,1.4741e-06
89.844,1.4354e-05,5.9582e-05,1.49e-05
90.82,1.8721e-05,3.059e-05,7.0699e-06
91.797,1.4113e-05,7.1675e-05,6.7671e-06
92.773,9.535e-06,2.5585e-05,7.7729e-07
93.75,1.1585e-05,4.575e-05,1.4725e-05
94.727,1.284e-05,1.4256e-05,1.3124e-05
95.703,2.2115e-05,1.5202e-05,7.1136e-06
96.68,1.6442e-05,7.9305e-06,7.509e-06
97.656,1.2805e-05,5.5281e-05,1.1249e-05
98.633,3.922e-05,3.093e-05,1.7021e-06
99.609,2.9444e-05,5.1245e-06,1.9702e-06
100.59,6.8459e-06,1.8967e-05,7.9527e-06
101.56,1.8373e-05,4.6814e-05,1.2758e-05
102.54,2.097e-05,1.813e-05,4.4279e-06
103.52,1.4065e-05,9.8326e-06,8.1352e-06
104.49,2.0266e-05,1.4967e-05,4.0177e-06
105.47,1.9761e-05,4.3773e-05,8.3603e-06
106.45,3.0424e-05,1.5364e-05,8.4702e-06
107.42,1.5827e-05,5.7379e-06,6.5548e-06
108.4,2.4226e-05,2.2395e-05,8.5443e-06
109.38,2.603e-06,2.7232e-05,1.4672e-05
110.35,6.8716e-06,1.7802e-05,3.9472e-06
111.33,2.7115e-06,1.1697e-05,9.1051e-07
112.3,2.365e-05,7.3002e-06,1.1113e-05
113.28,1.3734e-05,2.321e-05,2.2134e-05
114.26,1.9743e-05,2.2325e-05,1.3226e-05
115.23,2.7544e-06,3.6267e-05,7.4612e-06
116.21,3.3187e-06,7.0248e-06,1.63e-05
117.19,1.2382e-05,5.4842e-05,4.3154e-06
118.16,8.2173e-06,2.0749e-05,1.8975e-06
119.14,1.976e-05,2.4687e-05,7.661e-06
120.12,2.6348e-05,7.7239e-06,1.6654e-06
121.09,2.5526e-05,4.474e-05,1.5075e-05
122.07,1.6855e-05,2.8927e-05,1.5372e-05
123.05,5.27e-06,8.8971e-06,1.6814e-05
124.02,3.0915e-05,3.7901e-05,1.1696e-05
125,0.00010322,0.0001229,1.343e-05
125.98,1.7918e-05,2.5514e-05,6.6476e-06
126.95,2.2462e-05,9.9117e-06,7.9498e-06
127.93,1.3796e-05,1.3125e-05,1.3783e-05
128.91,2.9099e-05,5.1919e-05,1.9152e-05
129.88,1.2386e-05,1.7295e-05,9.9096e-06
130.86,1.3091e-05,2.2853e-05,9.8035e-06
131.84,1.6279e-05,2.6523e-05,6.9569e-06
132.81,1.7855e-05,4.9616e-05,4.0942e-06
133.79,3.0562e-05,1.6657e-06,6.2202e-06
134.77,1.6612e-05,2.8738e-06,2.7957e-06
135.74,3.0394e-05,1.8089e-05,8.6197e-06
136.72,2.3484e-05,1.2311e-05,1.1724e-05
137.7,5.2743e-06,3.118e-05,1.5224e-05
138.67,9.0165e-06,1.2293e-05,1.0984e-05
139.65,2.88e-05,1.633e-05,6.9792e-06
140.63,1.3451e-05,5.4377e-05,1.8385e-05
141.6,3.0569e-05,1.9645e-05,8.1893e-06
142.58,2.5621e-05,1.5043e-06,5.1984e-06
143.55,1.2899e-05,7.8094e-06,5.1137e-06
144.53,1.6918e-06,3.0624e-05,1.1768e-05
145.51,1.3518e-05,1.3612e-05,1.6607e-05
146.48,1.9147e-05,3.1179e-05,1.4422e-05
147.46,1.7372e-05,2.1123e-05,9.9682e-06
148.44,6.7112e-06,5.3964e-05,7.7269e-06
149.41,5.0087e-06,4.0496e-05,6.5993e-06
150.39,1.2406e-05,3.3546e-05,2.7075e-06
151.37,7.1558e-06,8.0752e-06,1.1739e-05
152.34,9.1826e-06,1.7718e-05,1.1883e-05
153.32,1.5477e-05,3.8983e-06,9.8511e-06
154.3,1.4755e-05,2.7524e-05,1.3474e-05
155.27,3.7483e-05,4.7116e-06,6.6863e-06
156.25,2.0747e-05,4.319e-05,1.9038e-05
157.23,9.733e-06,2.952e-05,1.259e-05
158.2,1.9721e-05,2.6303e-05,5.3114e-06
159.18,1.1699e-05,1.4357e-05,3.2132e-06
160.16,5.4884e-06,2.7614e-05,1.7651e-05
161.13,2.2357e-05,1.8753e-05,1.1877e-05
162.11,2.0927e-05,3.8805e-05,7.3797e-06
163.09,2.0389e-05,6.9538e-06,2.8145e-06
164.06,7.3801e-06,2.1727e-05,3.9551e-06
165.04,2.1492e-05,2.8511e-05,2.0587e-06
166.02,1.2967e-05,2.4273e-05,3.3402e-06
166.99,1.9276e-05,6.4918e-06,7.8498e-06
167.97,3.793e-06,9.7468e-06,7.7211e-06
168.95,1.7687e-05,4.1137e-05,5.194e-06
169.92,2.7585e-05,2.7775e-05,1.0705e-05
170.9,1.5304e-05,1.7575e-05,6.207e-06
171.88,9.1947e-06,4.2458e-05,1.4582e-05
172.85,1.3195e-05,2.8387e-05,7.7731e-06
173.83,1.3419e-05,2.1854e-05,3.0774e-06
174.8,2.7287e-05,1.1944e-05,5.4863e-06
175.78,1.614e-05,2.1668e-05,1.39e-05
176.76,3.0142e-06,2.7271e-05,1.1271e-05
177.73,2.385e-05,3.1207e-05,1.7344e-05
178.71,3.3603e-05,2.9575e-05,1.4802e-05
179.69,1.1878e-05,5.7314e-05,1.2575e-05
180.66,3.1029e-05,4.0565e-06,1.3208e-05
181.64,1.0792e-05,2.7684e-05,7.1138e-06
182.62,8.6993e-06,1.6403e-05,9.7666e-06
183.59,2.3117e-05,1.2999e-05,9.0054e-06
184.57,1.2312e-05,2.4039e-05,1.6211e-05
185.55,1.2347e-05,2.4791e-05,1.4328e-05
186.52,2.1061e-06,7.0524e-06,2.1629e-05
187.5,0.00011725,9.9939e-05,2.3111e-05
188.48,2.1989e-05,4.9789e-06,1.0757e-05
189.45,6.7628e-06,1.645e-05,5.4949e-06
190.43,1.1288e-05,1.3241e-05,2.4436e-06
191.41,3.3913e-05,4.5887e-05,2.0334e-05
192.38,2.2035e-05,1.9309e-05,7.0653e-06
193.36,1.2165e-05,2.1238e-05,4.121e-06
194.34,1.044e-05,2.4261e-05,1.2491e-05
195.31,1.4911e-05,1.9898e-05,4.9961e-06
196.29,1.8642e-05,1.6398e-05,6.3139e-06
197.27,2.862e-06,1.0779e-05,7.8497e-06
198.24,3.3608e-05,2.515e-05,1.3612e-05
199.22,7.5595e-06,2.6248e-05,1.4969e-05
200.2,6.5235e-06,1.947e-05,8.1616e-06
201.17,1.6137e-05,2.5288e-05,6.6159e-06
202.15,1.1068e-05,8.5328e-06,7.2311e-06
203.13,8.9501e-06,4.1196e-05,8.1915e-06
204.1,1.9017e-05,2.084e-05,9.4988e-06
205.08,1.4842e-05,3.1186e-05,6.8667e-06
206.05,1.709e-05,3.3374e-05,1.5073e-05
207.03,5.9752e-06,4.303e-05,1.9353e-05
208.01,2.4862e-05,2.424e-05,1.2386e-05
208.98,2.4746e-05,3.2753e-05,1.6435e-06
209.96,1.6936e-05,2.6887e-05,9.3575e-06
210.94,1.5492e-05,1.9828e-05,1.8493e-05
211.91,2.2482e-05,1.8127e-05,3.153e-06
212.89,1.742e-05,2.0572e-05,4.6153e-06
213.87,1.5608e-05,1.8324e-05,4.7066e-06
214.84,9.927e-06,7.2784e-05,9.9651e-06
215.82,3.386e-05,1.7873e-05,1.5271e-05
216.8,5.2865e-06,1.1963e-05,1.8325e-05
217.77,3.0025e-05,8.7403e-06,1.165e-05
218.75,1.3863e-05,6.214e-05,9.4724e-06
219.73,5.4109e-06,1.9353e-05,1.0433e-05
220.7,2.2603e-05,6.0928e-06,4.1179e-06
221.68,1.0944e-05,8.5698e-06,1.0555e-05
222.66,7.8326e-06,4.855e-05,1.0972e-05
223.63,1.7766e-05,1.0469e-05,3.1019e-06
224.61,1.662e-05,1.6283e-05,3.1005e-06
225.59,8.281e-06,3.2858e-05,7.0483e-06
226.56,1.1232e-05,4.9004e-05,2.1906e-05
227.54,2.9776e-05,1.4804e-05,9.2135e-06
228.52,1.5494e-05,1.2317e-05,9.1766e-06
229.49,8.5736e-06,3.3136e-05,7.2696e-06
230.47,2.0056e-06,4.4121e-05,1.2651e-05
231.45,5.8942e-06,2.0405e-05,1.0976e-05
232.42,1.0845e-05,6.2836e-06,9.1628e-06
233.4,1.5965e-05,2.0185e-05,9.4854e-06
234.38,1.4998e-05,6.5557e-05,5.6888e-06
235.35,1.732e-05,5.4779e-06,5.1372e-06
236.33,3.5482e-05,1.9634e-05,1.1413e-06
237.3,1.3515e-05,1.1523e-05,7.7439e-06
238.28,2.6499e-05,4.3001e-05,1.1764e-05
239.26,2.0636e-05,6.4826e-06,1.1459e-05
240.23,1.9584e-05,2.749e-05,1.0262e-05
241.21,2.5966e-05,2.0878e-05,2.7092e-06
242.19,3.1861e-05,2.3071e-05,1.2385e-05
243.16,7.1045e-06,2.8429e-05,3.8658e-06
244.14,1.9106e-05,2.7216e-05,6.7705e-06
245.12,1.5312e-05,1.9834e-05,1.1471e-05
246.09,7.898e-06,2.4732e-05,1.3392e-05
247.07,2.385e-05,4.3092e-06,6.062e-06
248.05,3.6017e-05,3.523e-05,7.0611e-06
